etngrp_src,lft_src,oplniv_src,etngrp_dst,lft_dst,oplniv_dst,n
Marokkaans,"[0,20)",2,Overig,"[20,30)",2,420
Marokkaans,"[0,20)",2,Overig,"[20,30)",3,210
Marokkaans,"[0,20)",2,Overig,"[30,40)",1,180
Marokkaans,"[0,20)",2,Overig,"[30,40)",2,390
Marokkaans,"[0,20)",2,Overig,"[30,40)",3,300
Marokkaans,"[0,20)",2,Overig,"[40,50)",1,290
Marokkaans,"[0,20)",2,Overig,"[40,50)",2,250
Marokkaans,"[0,20)",2,Overig,"[40,50)",3,240
Marokkaans,"[0,20)",2,Overig,"[50,60)",1,340
Marokkaans,"[0,20)",2,Overig,"[50,60)",2,320
Marokkaans,"[0,20)",2,Overig,"[50,60)",3,220
Marokkaans,"[0,20)",2,Overig,"[60,70)",1,230
Marokkaans,"[0,20)",2,Overig,"[60,70)",2,240
Marokkaans,"[0,20)",2,Overig,"[60,70)",3,80
Marokkaans,"[0,20)",2,Overig,"[70,80)",1,150
Marokkaans,"[0,20)",2,Surinaams,"[0,20)",1,430
Marokkaans,"[0,20)",2,Surinaams,"[20,30)",1,80
Marokkaans,"[0,20)",2,Surinaams,"[20,30)",2,250
Marokkaans,"[0,20)",2,Surinaams,"[20,30)",3,20
Marokkaans,"[0,20)",2,Surinaams,"[30,40)",1,60
Marokkaans,"[0,20)",2,Surinaams,"[30,40)",2,150
Marokkaans,"[0,20)",2,Surinaams,"[30,40)",3,50
Marokkaans,"[0,20)",2,Surinaams,"[40,50)",1,70
Marokkaans,"[0,20)",2,Surinaams,"[40,50)",2,120
Marokkaans,"[0,20)",2,Surinaams,"[40,50)",3,40
Marokkaans,"[0,20)",2,Surinaams,"[50,60)",1,160
Marokkaans,"[0,20)",2,Surinaams,"[50,60)",2,150
Marokkaans,"[0,20)",2,Surinaams,"[50,60)",3,20
Marokkaans,"[0,20)",2,Surinaams,"[60,70)",1,60
Marokkaans,"[0,20)",2,Surinaams,"[60,70)",2,160
Marokkaans,"[0,20)",2,Turks,"[0,20)",1,1120
Marokkaans,"[0,20)",2,Turks,"[0,20)",2,90
Marokkaans,"[0,20)",2,Turks,"[20,30)",1,130
Marokkaans,"[0,20)",2,Turks,"[20,30)",2,420
Marokkaans,"[0,20)",2,Turks,"[20,30)",3,80
Marokkaans,"[0,20)",2,Turks,"[30,40)",1,210
Marokkaans,"[0,20)",2,Turks,"[30,40)",2,220
Marokkaans,"[0,20)",2,Turks,"[30,40)",3,90
Marokkaans,"[0,20)",2,Turks,"[40,50)",1,480
Marokkaans,"[0,20)",2,Turks,"[40,50)",2,110
Marokkaans,"[0,20)",2,Turks,"[40,50)",3,40
Marokkaans,"[0,20)",2,Turks,"[50,60)",1,340
Marokkaans,"[0,20)",2,Turks,"[50,60)",2,60
Marokkaans,"[0,20)",2,Turks,"[60,70)",1,270
Marokkaans,"[0,20)",2,Turks,"[70,80)",1,40
Marokkaans,"[20,30)",1,Autochtoon,"[0,20)",1,2470
Marokkaans,"[20,30)",1,Autochtoon,"[0,20)",2,120
Marokkaans,"[20,30)",1,Autochtoon,"[20,30)",1,240
Marokkaans,"[20,30)",1,Autochtoon,"[20,30)",2,780
Marokkaans,"[20,30)",1,Autochtoon,"[20,30)",3,1070
Marokkaans,"[20,30)",1,Autochtoon,"[30,40)",1,190
Marokkaans,"[20,30)",1,Autochtoon,"[30,40)",2,410
Marokkaans,"[20,30)",1,Autochtoon,"[30,40)",3,1090
Marokkaans,"[20,30)",1,Autochtoon,"[40,50)",1,240
Marokkaans,"[20,30)",1,Autochtoon,"[40,50)",2,550
Marokkaans,"[20,30)",1,Autochtoon,"[40,50)",3,610
Marokkaans,"[20,30)",1,Autochtoon,"[50,60)",1,640
Marokkaans,"[20,30)",1,Autochtoon,"[50,60)",2,570
Marokkaans,"[20,30)",1,Autochtoon,"[50,60)",3,550
Marokkaans,"[20,30)",1,Autochtoon,"[60,70)",1,500
Marokkaans,"[20,30)",1,Autochtoon,"[60,70)",2,500
Marokkaans,"[20,30)",1,Autochtoon,"[60,70)",3,380
Marokkaans,"[20,30)",1,Autochtoon,"[70,80)",1,500
Marokkaans,"[20,30)",1,Autochtoon,"[70,80)",2,100
Marokkaans,"[20,30)",1,Autochtoon,"[70,80)",3,70
Marokkaans,"[20,30)",1,Marokkaans,"[0,20)",1,5090
Marokkaans,"[20,30)",1,Marokkaans,"[0,20)",2,320
Marokkaans,"[20,30)",1,Marokkaans,"[20,30)",1,640
Marokkaans,"[20,30)",1,Marokkaans,"[20,30)",2,1760
Marokkaans,"[20,30)",1,Marokkaans,"[20,30)",3,1220
Marokkaans,"[20,30)",1,Marokkaans,"[30,40)",1,680
Marokkaans,"[20,30)",1,Marokkaans,"[30,40)",2,890
Marokkaans,"[20,30)",1,Marokkaans,"[30,40)",3,410
Marokkaans,"[20,30)",1,Marokkaans,"[40,50)",1,1820
Marokkaans,"[20,30)",1,Marokkaans,"[40,50)",2,700
Marokkaans,"[20,30)",1,Marokkaans,"[40,50)",3,210
Marokkaans,"[20,30)",1,Marokkaans,"[50,60)",1,1120
Marokkaans,"[20,30)",1,Marokkaans,"[50,60)",2,320
Marokkaans,"[20,30)",1,Marokkaans,"[50,60)",3,120
Marokkaans,"[20,30)",1,Marokkaans,"[60,70)",1,590
Marokkaans,"[20,30)",1,Marokkaans,"[70,80)",1,380
Marokkaans,"[20,30)",1,Overig,"[0,20)",1,2830
Marokkaans,"[20,30)",1,Overig,"[0,20)",2,200
Marokkaans,"[20,30)",1,Overig,"[20,30)",1,370
Marokkaans,"[20,30)",1,Overig,"[20,30)",2,880
Marokkaans,"[20,30)",1,Overig,"[20,30)",3,430
Marokkaans,"[20,30)",1,Overig,"[30,40)",1,440
Marokkaans,"[20,30)",1,Overig,"[30,40)",2,390
Marokkaans,"[20,30)",1,Overig,"[30,40)",3,1150
Marokkaans,"[20,30)",1,Overig,"[40,50)",1,630
Marokkaans,"[20,30)",1,Overig,"[40,50)",2,780
Marokkaans,"[20,30)",1,Overig,"[40,50)",3,520
Marokkaans,"[20,30)",1,Overig,"[50,60)",1,530
Marokkaans,"[20,30)",1,Overig,"[50,60)",2,460
Marokkaans,"[20,30)",1,Overig,"[50,60)",3,280
Marokkaans,"[20,30)",1,Overig,"[60,70)",1,480
Marokkaans,"[20,30)",1,Overig,"[60,70)",2,400
Marokkaans,"[20,30)",1,Overig,"[60,70)",3,190
Marokkaans,"[20,30)",1,Overig,"[70,80)",1,200
Marokkaans,"[20,30)",1,Surinaams,"[0,20)",1,700
Marokkaans,"[20,30)",1,Surinaams,"[0,20)",2,20
Marokkaans,"[20,30)",1,Surinaams,"[20,30)",1,270
Marokkaans,"[20,30)",1,Surinaams,"[20,30)",2,500
Marokkaans,"[20,30)",1,Surinaams,"[20,30)",3,100
Marokkaans,"[20,30)",1,Surinaams,"[30,40)",1,170
Marokkaans,"[20,30)",1,Surinaams,"[30,40)",2,320
Marokkaans,"[20,30)",1,Surinaams,"[30,40)",3,150
Marokkaans,"[20,30)",1,Surinaams,"[40,50)",1,160
Marokkaans,"[20,30)",1,Surinaams,"[40,50)",2,260
Marokkaans,"[20,30)",1,Surinaams,"[40,50)",3,80
Marokkaans,"[20,30)",1,Surinaams,"[50,60)",1,270
Marokkaans,"[20,30)",1,Surinaams,"[50,60)",2,340
Marokkaans,"[20,30)",1,Surinaams,"[50,60)",3,70
Marokkaans,"[20,30)",1,Surinaams,"[60,70)",1,180
Marokkaans,"[20,30)",1,Surinaams,"[60,70)",2,250
Marokkaans,"[20,30)",1,Surinaams,"[60,70)",3,20
Marokkaans,"[20,30)",1,Surinaams,"[70,80)",1,10
Marokkaans,"[20,30)",1,Turks,"[0,20)",1,1720
Marokkaans,"[20,30)",1,Turks,"[0,20)",2,110
Marokkaans,"[20,30)",1,Turks,"[20,30)",1,220
Marokkaans,"[20,30)",1,Turks,"[20,30)",2,610
Marokkaans,"[20,30)",1,Turks,"[20,30)",3,110
Marokkaans,"[20,30)",1,Turks,"[30,40)",1,310
Marokkaans,"[20,30)",1,Turks,"[30,40)",2,530
Marokkaans,"[20,30)",1,Turks,"[30,40)",3,150
Marokkaans,"[20,30)",1,Turks,"[40,50)",1,700
Marokkaans,"[20,30)",1,Turks,"[40,50)",2,250
Marokkaans,"[20,30)",1,Turks,"[40,50)",3,40
Marokkaans,"[20,30)",1,Turks,"[50,60)",1,890
Marokkaans,"[20,30)",1,Turks,"[50,60)",2,70
Marokkaans,"[20,30)",1,Turks,"[60,70)",1,420
Marokkaans,"[20,30)",1,Turks,"[60,70)",2,10
Marokkaans,"[20,30)",1,Turks,"[70,80)",1,80
Marokkaans,"[20,30)",2,Autochtoon,"[0,20)",1,8160
Marokkaans,"[20,30)",2,Autochtoon,"[0,20)",2,340
Marokkaans,"[20,30)",2,Autochtoon,"[20,30)",1,920
Marokkaans,"[20,30)",2,Autochtoon,"[20,30)",2,3490
Marokkaans,"[20,30)",2,Autochtoon,"[20,30)",3,3650
Marokkaans,"[20,30)",2,Autochtoon,"[30,40)",1,480
Marokkaans,"[20,30)",2,Autochtoon,"[30,40)",2,1370
Marokkaans,"[20,30)",2,Autochtoon,"[30,40)",3,4180
Marokkaans,"[20,30)",2,Autochtoon,"[40,50)",1,630
Marokkaans,"[20,30)",2,Autochtoon,"[40,50)",2,1500
Marokkaans,"[20,30)",2,Autochtoon,"[40,50)",3,1960
Marokkaans,"[20,30)",2,Autochtoon,"[50,60)",1,1880
Marokkaans,"[20,30)",2,Autochtoon,"[50,60)",2,1790
Marokkaans,"[20,30)",2,Autochtoon,"[50,60)",3,1840
Marokkaans,"[20,30)",2,Autochtoon,"[60,70)",1,1690
Marokkaans,"[20,30)",2,Autochtoon,"[60,70)",2,1250
Marokkaans,"[20,30)",2,Autochtoon,"[60,70)",3,1380
Marokkaans,"[20,30)",2,Autochtoon,"[70,80)",1,1300
Marokkaans,"[20,30)",2,Autochtoon,"[70,80)",2,830
Marokkaans,"[20,30)",2,Autochtoon,"[70,80)",3,640
Marokkaans,"[20,30)",2,Marokkaans,"[0,20)",1,18100
Marokkaans,"[20,30)",2,Marokkaans,"[0,20)",2,910
Marokkaans,"[20,30)",2,Marokkaans,"[20,30)",1,1800
Marokkaans,"[20,30)",2,Marokkaans,"[20,30)",2,5790
Marokkaans,"[20,30)",2,Marokkaans,"[20,30)",3,2560
Marokkaans,"[20,30)",2,Marokkaans,"[30,40)",1,2680
Marokkaans,"[20,30)",2,Marokkaans,"[30,40)",2,3260
Marokkaans,"[20,30)",2,Marokkaans,"[30,40)",3,1510
Marokkaans,"[20,30)",2,Marokkaans,"[40,50)",1,4180
Marokkaans,"[20,30)",2,Marokkaans,"[40,50)",2,2290
Marokkaans,"[20,30)",2,Marokkaans,"[40,50)",3,770
Marokkaans,"[20,30)",2,Marokkaans,"[50,60)",1,3980
Marokkaans,"[20,30)",2,Marokkaans,"[50,60)",2,780
Marokkaans,"[20,30)",2,Marokkaans,"[50,60)",3,310
Marokkaans,"[20,30)",2,Marokkaans,"[60,70)",1,2930
Marokkaans,"[20,30)",2,Marokkaans,"[60,70)",2,230
Marokkaans,"[20,30)",2,Marokkaans,"[60,70)",3,20
Marokkaans,"[20,30)",2,Marokkaans,"[70,80)",1,870
Marokkaans,"[20,30)",2,Marokkaans,"[80,120]",1,40
Marokkaans,"[20,30)",2,Overig,"[0,20)",1,10440
Marokkaans,"[20,30)",2,Overig,"[0,20)",2,470
Marokkaans,"[20,30)",2,Overig,"[20,30)",1,1140
Marokkaans,"[20,30)",2,Overig,"[20,30)",2,3330
Marokkaans,"[20,30)",2,Overig,"[20,30)",3,1710
Marokkaans,"[20,30)",2,Overig,"[30,40)",1,2930
Marokkaans,"[20,30)",2,Overig,"[30,40)",2,2510
Marokkaans,"[20,30)",2,Overig,"[30,40)",3,3090
Marokkaans,"[20,30)",2,Overig,"[40,50)",1,2330
Marokkaans,"[20,30)",2,Overig,"[40,50)",2,2250
Marokkaans,"[20,30)",2,Overig,"[40,50)",3,1320
Marokkaans,"[20,30)",2,Overig,"[50,60)",1,1770
Marokkaans,"[20,30)",2,Overig,"[50,60)",2,1670
Marokkaans,"[20,30)",2,Overig,"[50,60)",3,1070
Marokkaans,"[20,30)",2,Overig,"[60,70)",1,1460
Marokkaans,"[20,30)",2,Overig,"[60,70)",2,1150
Marokkaans,"[20,30)",2,Overig,"[60,70)",3,640
Marokkaans,"[20,30)",2,Overig,"[70,80)",1,550
Marokkaans,"[20,30)",2,Overig,"[70,80)",2,540
Marokkaans,"[20,30)",2,Overig,"[70,80)",3,170
Marokkaans,"[20,30)",2,Surinaams,"[0,20)",1,2290
Marokkaans,"[20,30)",2,Surinaams,"[0,20)",2,120
Marokkaans,"[20,30)",2,Surinaams,"[20,30)",1,870
Marokkaans,"[20,30)",2,Surinaams,"[20,30)",2,1430
Marokkaans,"[20,30)",2,Surinaams,"[20,30)",3,320
Marokkaans,"[20,30)",2,Surinaams,"[30,40)",1,750
Marokkaans,"[20,30)",2,Surinaams,"[30,40)",2,820
Marokkaans,"[20,30)",2,Surinaams,"[30,40)",3,470
Marokkaans,"[20,30)",2,Surinaams,"[40,50)",1,510
Marokkaans,"[20,30)",2,Surinaams,"[40,50)",2,860
Marokkaans,"[20,30)",2,Surinaams,"[40,50)",3,550
Marokkaans,"[20,30)",2,Surinaams,"[50,60)",1,890
Marokkaans,"[20,30)",2,Surinaams,"[50,60)",2,1030
Marokkaans,"[20,30)",2,Surinaams,"[50,60)",3,230
Marokkaans,"[20,30)",2,Surinaams,"[60,70)",1,690
Marokkaans,"[20,30)",2,Surinaams,"[60,70)",2,540
Marokkaans,"[20,30)",2,Surinaams,"[60,70)",3,150
Marokkaans,"[20,30)",2,Surinaams,"[70,80)",1,230
Marokkaans,"[20,30)",2,Surinaams,"[70,80)",2,110
Marokkaans,"[20,30)",2,Turks,"[0,20)",1,5960
Marokkaans,"[20,30)",2,Turks,"[0,20)",2,340
Marokkaans,"[20,30)",2,Turks,"[20,30)",1,900
Marokkaans,"[20,30)",2,Turks,"[20,30)",2,2260
Marokkaans,"[20,30)",2,Turks,"[20,30)",3,620
Marokkaans,"[20,30)",2,Turks,"[30,40)",1,1300
Marokkaans,"[20,30)",2,Turks,"[30,40)",2,1260
Marokkaans,"[20,30)",2,Turks,"[30,40)",3,520
Marokkaans,"[20,30)",2,Turks,"[40,50)",1,2050
Marokkaans,"[20,30)",2,Turks,"[40,50)",2,780
Marokkaans,"[20,30)",2,Turks,"[40,50)",3,310
Marokkaans,"[20,30)",2,Turks,"[50,60)",1,1930
Marokkaans,"[20,30)",2,Turks,"[50,60)",2,410
Marokkaans,"[20,30)",2,Turks,"[50,60)",3,190
Marokkaans,"[20,30)",2,Turks,"[60,70)",1,990
Marokkaans,"[20,30)",2,Turks,"[60,70)",2,60
Marokkaans,"[20,30)",2,Turks,"[60,70)",3,190
Marokkaans,"[20,30)",2,Turks,"[70,80)",1,330
Marokkaans,"[20,30)",3,Autochtoon,"[0,20)",1,2060
Marokkaans,"[20,30)",3,Autochtoon,"[0,20)",2,110
Marokkaans,"[20,30)",3,Autochtoon,"[20,30)",1,140
Marokkaans,"[20,30)",3,Autochtoon,"[20,30)",2,870
Marokkaans,"[20,30)",3,Autochtoon,"[20,30)",3,1390
Marokkaans,"[20,30)",3,Autochtoon,"[30,40)",1,100
Marokkaans,"[20,30)",3,Autochtoon,"[30,40)",2,1250
Marokkaans,"[20,30)",3,Autochtoon,"[30,40)",3,1170
Marokkaans,"[20,30)",3,Autochtoon,"[40,50)",1,180
Marokkaans,"[20,30)",3,Autochtoon,"[40,50)",2,360
Marokkaans,"[20,30)",3,Autochtoon,"[40,50)",3,650
Marokkaans,"[20,30)",3,Autochtoon,"[50,60)",1,480
Marokkaans,"[20,30)",3,Autochtoon,"[50,60)",2,550
Marokkaans,"[20,30)",3,Autochtoon,"[50,60)",3,430
Marokkaans,"[20,30)",3,Autochtoon,"[60,70)",1,460
Marokkaans,"[20,30)",3,Autochtoon,"[60,70)",2,1210
Marokkaans,"[20,30)",3,Autochtoon,"[60,70)",3,340
Marokkaans,"[20,30)",3,Autochtoon,"[70,80)",1,440
Marokkaans,"[20,30)",3,Autochtoon,"[70,80)",2,50
Marokkaans,"[20,30)",3,Autochtoon,"[70,80)",3,130
Marokkaans,"[20,30)",3,Marokkaans,"[0,20)",1,8660
Marokkaans,"[20,30)",3,Marokkaans,"[0,20)",2,160
Marokkaans,"[20,30)",3,Marokkaans,"[20,30)",1,1210
Marokkaans,"[20,30)",3,Marokkaans,"[20,30)",2,2570
Marokkaans,"[20,30)",3,Marokkaans,"[20,30)",3,340
Marokkaans,"[20,30)",3,Marokkaans,"[30,40)",1,590
Marokkaans,"[20,30)",3,Marokkaans,"[30,40)",2,700
Marokkaans,"[20,30)",3,Marokkaans,"[30,40)",3,1390
Marokkaans,"[20,30)",3,Marokkaans,"[40,50)",1,1700
Marokkaans,"[20,30)",3,Marokkaans,"[40,50)",2,410
Marokkaans,"[20,30)",3,Marokkaans,"[40,50)",3,200
Marokkaans,"[20,30)",3,Marokkaans,"[50,60)",1,2430
Marokkaans,"[20,30)",3,Marokkaans,"[50,60)",2,210
Marokkaans,"[20,30)",3,Marokkaans,"[50,60)",3,30
Marokkaans,"[20,30)",3,Marokkaans,"[60,70)",1,400
Marokkaans,"[20,30)",3,Marokkaans,"[60,70)",2,10
Marokkaans,"[20,30)",3,Marokkaans,"[70,80)",1,150
Marokkaans,"[20,30)",3,Overig,"[0,20)",1,6390
Marokkaans,"[20,30)",3,Overig,"[0,20)",2,100
Marokkaans,"[20,30)",3,Overig,"[20,30)",1,200
Marokkaans,"[20,30)",3,Overig,"[20,30)",2,1240
Marokkaans,"[20,30)",3,Overig,"[20,30)",3,790
Marokkaans,"[20,30)",3,Overig,"[30,40)",1,1290
Marokkaans,"[20,30)",3,Overig,"[30,40)",2,340
Marokkaans,"[20,30)",3,Overig,"[30,40)",3,920
Marokkaans,"[20,30)",3,Overig,"[40,50)",1,480
Marokkaans,"[20,30)",3,Overig,"[40,50)",2,1170
Marokkaans,"[20,30)",3,Overig,"[40,50)",3,330
Marokkaans,"[20,30)",3,Overig,"[50,60)",1,310
Marokkaans,"[20,30)",3,Overig,"[50,60)",2,340
Marokkaans,"[20,30)",3,Overig,"[50,60)",3,220
Marokkaans,"[20,30)",3,Overig,"[60,70)",1,290
Marokkaans,"[20,30)",3,Overig,"[60,70)",2,320
Marokkaans,"[20,30)",3,Overig,"[60,70)",3,230
Marokkaans,"[20,30)",3,Overig,"[70,80)",1,160
Marokkaans,"[20,30)",3,Surinaams,"[0,20)",1,490
Marokkaans,"[20,30)",3,Surinaams,"[0,20)",2,10
Marokkaans,"[20,30)",3,Surinaams,"[20,30)",1,110
Marokkaans,"[20,30)",3,Surinaams,"[20,30)",2,380
Marokkaans,"[20,30)",3,Surinaams,"[20,30)",3,100
Marokkaans,"[20,30)",3,Surinaams,"[30,40)",1,100
Marokkaans,"[20,30)",3,Surinaams,"[30,40)",2,240
Marokkaans,"[20,30)",3,Surinaams,"[30,40)",3,160
Marokkaans,"[20,30)",3,Surinaams,"[40,50)",1,110
Marokkaans,"[20,30)",3,Surinaams,"[40,50)",2,240
Marokkaans,"[20,30)",3,Surinaams,"[40,50)",3,80
Marokkaans,"[20,30)",3,Surinaams,"[50,60)",1,200
Marokkaans,"[20,30)",3,Surinaams,"[50,60)",2,270
Marokkaans,"[20,30)",3,Surinaams,"[50,60)",3,70
Marokkaans,"[20,30)",3,Surinaams,"[60,70)",1,130
Marokkaans,"[20,30)",3,Surinaams,"[60,70)",2,110
Marokkaans,"[20,30)",3,Turks,"[0,20)",1,1240
Marokkaans,"[20,30)",3,Turks,"[0,20)",2,70
Marokkaans,"[20,30)",3,Turks,"[20,30)",1,170
Marokkaans,"[20,30)",3,Turks,"[20,30)",2,490
Marokkaans,"[20,30)",3,Turks,"[20,30)",3,120
Marokkaans,"[20,30)",3,Turks,"[30,40)",1,240
Marokkaans,"[20,30)",3,Turks,"[30,40)",2,380
Marokkaans,"[20,30)",3,Turks,"[30,40)",3,150
Marokkaans,"[20,30)",3,Turks,"[40,50)",1,460
Marokkaans,"[20,30)",3,Turks,"[40,50)",2,1080
Marokkaans,"[20,30)",3,Turks,"[40,50)",3,60
Marokkaans,"[20,30)",3,Turks,"[50,60)",1,450
Marokkaans,"[20,30)",3,Turks,"[50,60)",2,60
Marokkaans,"[20,30)",3,Turks,"[50,60)",3,10
Marokkaans,"[20,30)",3,Turks,"[60,70)",1,170
Marokkaans,"[20,30)",3,Turks,"[70,80)",1,50
Marokkaans,"[30,40)",1,Autochtoon,"[0,20)",1,4410
Marokkaans,"[30,40)",1,Autochtoon,"[0,20)",2,130
Marokkaans,"[30,40)",1,Autochtoon,"[20,30)",1,340
Marokkaans,"[30,40)",1,Autochtoon,"[20,30)",2,1340
Marokkaans,"[30,40)",1,Autochtoon,"[20,30)",3,1850
Marokkaans,"[30,40)",1,Autochtoon,"[30,40)",1,250
Marokkaans,"[30,40)",1,Autochtoon,"[30,40)",2,1020
Marokkaans,"[30,40)",1,Autochtoon,"[30,40)",3,2140
Marokkaans,"[30,40)",1,Autochtoon,"[40,50)",1,620
Marokkaans,"[30,40)",1,Autochtoon,"[40,50)",2,780
Marokkaans,"[30,40)",1,Autochtoon,"[40,50)",3,910
Marokkaans,"[30,40)",1,Autochtoon,"[50,60)",1,1050
Marokkaans,"[30,40)",1,Autochtoon,"[50,60)",2,1020
Marokkaans,"[30,40)",1,Autochtoon,"[50,60)",3,710
Marokkaans,"[30,40)",1,Autochtoon,"[60,70)",1,630
Marokkaans,"[30,40)",1,Autochtoon,"[60,70)",2,610
Marokkaans,"[30,40)",1,Autochtoon,"[60,70)",3,1160
Marokkaans,"[30,40)",1,Autochtoon,"[70,80)",1,1270
Marokkaans,"[30,40)",1,Autochtoon,"[70,80)",2,460
Marokkaans,"[30,40)",1,Autochtoon,"[70,80)",3,170
Marokkaans,"[30,40)",1,Marokkaans,"[0,20)",1,9690
Marokkaans,"[30,40)",1,Marokkaans,"[0,20)",2,410
Marokkaans,"[30,40)",1,Marokkaans,"[20,30)",1,710
Marokkaans,"[30,40)",1,Marokkaans,"[20,30)",2,2490
Marokkaans,"[30,40)",1,Marokkaans,"[20,30)",3,590
Marokkaans,"[30,40)",1,Marokkaans,"[30,40)",1,1680
Marokkaans,"[30,40)",1,Marokkaans,"[30,40)",2,1750
Marokkaans,"[30,40)",1,Marokkaans,"[30,40)",3,900
Marokkaans,"[30,40)",1,Marokkaans,"[40,50)",1,1600
Marokkaans,"[30,40)",1,Marokkaans,"[40,50)",2,1030
Marokkaans,"[30,40)",1,Marokkaans,"[40,50)",3,360
Marokkaans,"[30,40)",1,Marokkaans,"[50,60)",1,1840
Marokkaans,"[30,40)",1,Marokkaans,"[50,60)",2,370
Marokkaans,"[30,40)",1,Marokkaans,"[50,60)",3,50
Marokkaans,"[30,40)",1,Marokkaans,"[60,70)",1,770
Marokkaans,"[30,40)",1,Marokkaans,"[60,70)",2,230
Marokkaans,"[30,40)",1,Marokkaans,"[70,80)",1,420
Marokkaans,"[30,40)",1,Overig,"[0,20)",1,5430
Marokkaans,"[30,40)",1,Overig,"[0,20)",2,270
Marokkaans,"[30,40)",1,Overig,"[20,30)",1,570
Marokkaans,"[30,40)",1,Overig,"[20,30)",2,1140
Marokkaans,"[30,40)",1,Overig,"[20,30)",3,710
Marokkaans,"[30,40)",1,Overig,"[30,40)",1,1070
Marokkaans,"[30,40)",1,Overig,"[30,40)",2,910
Marokkaans,"[30,40)",1,Overig,"[30,40)",3,2410
Marokkaans,"[30,40)",1,Overig,"[40,50)",1,1210
Marokkaans,"[30,40)",1,Overig,"[40,50)",2,1200
Marokkaans,"[30,40)",1,Overig,"[40,50)",3,720
Marokkaans,"[30,40)",1,Overig,"[50,60)",1,1040
Marokkaans,"[30,40)",1,Overig,"[50,60)",2,720
Marokkaans,"[30,40)",1,Overig,"[50,60)",3,430
Marokkaans,"[30,40)",1,Overig,"[60,70)",1,790
Marokkaans,"[30,40)",1,Overig,"[60,70)",2,410
Marokkaans,"[30,40)",1,Overig,"[60,70)",3,230
Marokkaans,"[30,40)",1,Overig,"[70,80)",1,190
Marokkaans,"[30,40)",1,Overig,"[70,80)",3,10
Marokkaans,"[30,40)",1,Surinaams,"[0,20)",1,1430
Marokkaans,"[30,40)",1,Surinaams,"[0,20)",2,70
Marokkaans,"[30,40)",1,Surinaams,"[20,30)",1,400
Marokkaans,"[30,40)",1,Surinaams,"[20,30)",2,700
Marokkaans,"[30,40)",1,Surinaams,"[20,30)",3,170
Marokkaans,"[30,40)",1,Surinaams,"[30,40)",1,330
Marokkaans,"[30,40)",1,Surinaams,"[30,40)",2,520
Marokkaans,"[30,40)",1,Surinaams,"[30,40)",3,270
Marokkaans,"[30,40)",1,Surinaams,"[40,50)",1,380
Marokkaans,"[30,40)",1,Surinaams,"[40,50)",2,500
Marokkaans,"[30,40)",1,Surinaams,"[40,50)",3,330
Marokkaans,"[30,40)",1,Surinaams,"[50,60)",1,490
Marokkaans,"[30,40)",1,Surinaams,"[50,60)",2,980
Marokkaans,"[30,40)",1,Surinaams,"[50,60)",3,90
Marokkaans,"[30,40)",1,Surinaams,"[60,70)",1,420
Marokkaans,"[30,40)",1,Surinaams,"[60,70)",2,160
Marokkaans,"[30,40)",1,Surinaams,"[60,70)",3,90
Marokkaans,"[30,40)",1,Surinaams,"[70,80)",1,40
Marokkaans,"[30,40)",1,Turks,"[0,20)",1,2940
Marokkaans,"[30,40)",1,Turks,"[0,20)",2,190
Marokkaans,"[30,40)",1,Turks,"[20,30)",1,300
Marokkaans,"[30,40)",1,Turks,"[20,30)",2,1050
Marokkaans,"[30,40)",1,Turks,"[20,30)",3,150
Marokkaans,"[30,40)",1,Turks,"[30,40)",1,480
Marokkaans,"[30,40)",1,Turks,"[30,40)",2,550
Marokkaans,"[30,40)",1,Turks,"[30,40)",3,250
Marokkaans,"[30,40)",1,Turks,"[40,50)",1,1170
Marokkaans,"[30,40)",1,Turks,"[40,50)",2,410
Marokkaans,"[30,40)",1,Turks,"[40,50)",3,150
Marokkaans,"[30,40)",1,Turks,"[50,60)",1,1160
Marokkaans,"[30,40)",1,Turks,"[50,60)",2,120
Marokkaans,"[30,40)",1,Turks,"[60,70)",1,1070
Marokkaans,"[30,40)",1,Turks,"[70,80)",1,1460
Marokkaans,"[30,40)",2,Autochtoon,"[0,20)",1,6250
Marokkaans,"[30,40)",2,Autochtoon,"[0,20)",2,200
Marokkaans,"[30,40)",2,Autochtoon,"[20,30)",1,340
Marokkaans,"[30,40)",2,Autochtoon,"[20,30)",2,2030
Marokkaans,"[30,40)",2,Autochtoon,"[20,30)",3,2750
Marokkaans,"[30,40)",2,Autochtoon,"[30,40)",1,510
Marokkaans,"[30,40)",2,Autochtoon,"[30,40)",2,1030
Marokkaans,"[30,40)",2,Autochtoon,"[30,40)",3,2950
Marokkaans,"[30,40)",2,Autochtoon,"[40,50)",1,750
Marokkaans,"[30,40)",2,Autochtoon,"[40,50)",2,1100
Marokkaans,"[30,40)",2,Autochtoon,"[40,50)",3,1350
Marokkaans,"[30,40)",2,Autochtoon,"[50,60)",1,2250
Marokkaans,"[30,40)",2,Autochtoon,"[50,60)",2,1330
Marokkaans,"[30,40)",2,Autochtoon,"[50,60)",3,1280
Marokkaans,"[30,40)",2,Autochtoon,"[60,70)",1,2510
Marokkaans,"[30,40)",2,Autochtoon,"[60,70)",2,950
Marokkaans,"[30,40)",2,Autochtoon,"[60,70)",3,810
Marokkaans,"[30,40)",2,Autochtoon,"[70,80)",1,2910
Marokkaans,"[30,40)",2,Autochtoon,"[70,80)",2,610
