lft_src,etngrp_src,lft_dst,etngrp_dst,n
"[30,40)",Surinaams,"[30,40)",Turks,2900
"[30,40)",Surinaams,"[40,50)",Autochtoon,6880
"[30,40)",Surinaams,"[40,50)",Marokkaans,2910
"[30,40)",Surinaams,"[40,50)",Overig,8570
"[30,40)",Surinaams,"[40,50)",Surinaams,5140
"[30,40)",Surinaams,"[40,50)",Turks,1390
"[30,40)",Surinaams,"[50,60)",Autochtoon,7960
"[30,40)",Surinaams,"[50,60)",Marokkaans,1550
"[30,40)",Surinaams,"[50,60)",Overig,6760
"[30,40)",Surinaams,"[50,60)",Surinaams,6090
"[30,40)",Surinaams,"[50,60)",Turks,1030
"[30,40)",Surinaams,"[60,70)",Autochtoon,6610
"[30,40)",Surinaams,"[60,70)",Marokkaans,800
"[30,40)",Surinaams,"[60,70)",Overig,4100
"[30,40)",Surinaams,"[60,70)",Surinaams,3590
"[30,40)",Surinaams,"[60,70)",Turks,660
"[30,40)",Surinaams,"[70,80)",Autochtoon,4280
"[30,40)",Surinaams,"[70,80)",Marokkaans,500
"[30,40)",Surinaams,"[70,80)",Overig,1350
"[30,40)",Surinaams,"[70,80)",Surinaams,510
"[30,40)",Surinaams,"[70,80)",Turks,10
"[30,40)",Turks,"[0,20)",Autochtoon,11020
"[30,40)",Turks,"[0,20)",Marokkaans,12350
"[30,40)",Turks,"[0,20)",Overig,10210
"[30,40)",Turks,"[0,20)",Surinaams,2050
"[30,40)",Turks,"[0,20)",Turks,7900
"[30,40)",Turks,"[20,30)",Autochtoon,7210
"[30,40)",Turks,"[20,30)",Marokkaans,4700
"[30,40)",Turks,"[20,30)",Overig,8250
"[30,40)",Turks,"[20,30)",Surinaams,1910
"[30,40)",Turks,"[20,30)",Turks,11540
"[30,40)",Turks,"[30,40)",Autochtoon,6890
"[30,40)",Turks,"[30,40)",Marokkaans,5160
"[30,40)",Turks,"[30,40)",Overig,11200
"[30,40)",Turks,"[30,40)",Surinaams,2900
"[30,40)",Turks,"[30,40)",Turks,5160
"[30,40)",Turks,"[40,50)",Autochtoon,5310
"[30,40)",Turks,"[40,50)",Marokkaans,5710
"[30,40)",Turks,"[40,50)",Overig,5140
"[30,40)",Turks,"[40,50)",Surinaams,1640
"[30,40)",Turks,"[40,50)",Turks,4910
"[30,40)",Turks,"[50,60)",Autochtoon,7500
"[30,40)",Turks,"[50,60)",Marokkaans,3210
"[30,40)",Turks,"[50,60)",Overig,5020
"[30,40)",Turks,"[50,60)",Surinaams,2140
"[30,40)",Turks,"[50,60)",Turks,1920
"[30,40)",Turks,"[60,70)",Autochtoon,5480
"[30,40)",Turks,"[60,70)",Marokkaans,1160
"[30,40)",Turks,"[60,70)",Overig,2670
"[30,40)",Turks,"[60,70)",Surinaams,1250
"[30,40)",Turks,"[60,70)",Turks,1040
"[30,40)",Turks,"[70,80)",Autochtoon,3240
"[30,40)",Turks,"[70,80)",Marokkaans,860
"[30,40)",Turks,"[70,80)",Overig,440
"[30,40)",Turks,"[70,80)",Surinaams,30
"[30,40)",Turks,"[70,80)",Turks,310
"[40,50)",Autochtoon,"[0,20)",Autochtoon,116800
"[40,50)",Autochtoon,"[0,20)",Marokkaans,15460
"[40,50)",Autochtoon,"[0,20)",Overig,64290
"[40,50)",Autochtoon,"[0,20)",Surinaams,8890
"[40,50)",Autochtoon,"[0,20)",Turks,8080
"[40,50)",Autochtoon,"[20,30)",Autochtoon,68290
"[40,50)",Autochtoon,"[20,30)",Marokkaans,7040
"[40,50)",Autochtoon,"[20,30)",Overig,42690
"[40,50)",Autochtoon,"[20,30)",Surinaams,6050
"[40,50)",Autochtoon,"[20,30)",Turks,5040
"[40,50)",Autochtoon,"[30,40)",Autochtoon,84880
"[40,50)",Autochtoon,"[30,40)",Marokkaans,8060
"[40,50)",Autochtoon,"[30,40)",Overig,83030
"[40,50)",Autochtoon,"[30,40)",Surinaams,6970
"[40,50)",Autochtoon,"[30,40)",Turks,5680
"[40,50)",Autochtoon,"[40,50)",Autochtoon,88880
"[40,50)",Autochtoon,"[40,50)",Marokkaans,8560
"[40,50)",Autochtoon,"[40,50)",Overig,51860
"[40,50)",Autochtoon,"[40,50)",Surinaams,6970
"[40,50)",Autochtoon,"[40,50)",Turks,5270
"[40,50)",Autochtoon,"[50,60)",Autochtoon,79290
"[40,50)",Autochtoon,"[50,60)",Marokkaans,4170
"[40,50)",Autochtoon,"[50,60)",Overig,32680
"[40,50)",Autochtoon,"[50,60)",Surinaams,8600
"[40,50)",Autochtoon,"[50,60)",Turks,3190
"[40,50)",Autochtoon,"[60,70)",Autochtoon,57860
"[40,50)",Autochtoon,"[60,70)",Marokkaans,2190
"[40,50)",Autochtoon,"[60,70)",Overig,20010
"[40,50)",Autochtoon,"[60,70)",Surinaams,5190
"[40,50)",Autochtoon,"[60,70)",Turks,1110
"[40,50)",Autochtoon,"[70,80)",Autochtoon,36710
"[40,50)",Autochtoon,"[70,80)",Marokkaans,2190
"[40,50)",Autochtoon,"[70,80)",Overig,8490
"[40,50)",Autochtoon,"[70,80)",Surinaams,710
"[40,50)",Autochtoon,"[70,80)",Turks,650
"[40,50)",Autochtoon,"[80,120]",Autochtoon,13500
"[40,50)",Autochtoon,"[80,120]",Overig,640
"[40,50)",Marokkaans,"[0,20)",Autochtoon,14580
"[40,50)",Marokkaans,"[0,20)",Marokkaans,27860
"[40,50)",Marokkaans,"[0,20)",Overig,17800
"[40,50)",Marokkaans,"[0,20)",Surinaams,4290
"[40,50)",Marokkaans,"[0,20)",Turks,11680
"[40,50)",Marokkaans,"[20,30)",Autochtoon,8740
"[40,50)",Marokkaans,"[20,30)",Marokkaans,11850
"[40,50)",Marokkaans,"[20,30)",Overig,10310
"[40,50)",Marokkaans,"[20,30)",Surinaams,2880
"[40,50)",Marokkaans,"[20,30)",Turks,5110
"[40,50)",Marokkaans,"[30,40)",Autochtoon,8460
"[40,50)",Marokkaans,"[30,40)",Marokkaans,9210
"[40,50)",Marokkaans,"[30,40)",Overig,10230
"[40,50)",Marokkaans,"[30,40)",Surinaams,2610
"[40,50)",Marokkaans,"[30,40)",Turks,5810
"[40,50)",Marokkaans,"[40,50)",Autochtoon,6910
"[40,50)",Marokkaans,"[40,50)",Marokkaans,10330
"[40,50)",Marokkaans,"[40,50)",Overig,8090
"[40,50)",Marokkaans,"[40,50)",Surinaams,2480
"[40,50)",Marokkaans,"[40,50)",Turks,5810
"[40,50)",Marokkaans,"[50,60)",Autochtoon,8570
"[40,50)",Marokkaans,"[50,60)",Marokkaans,7270
"[40,50)",Marokkaans,"[50,60)",Overig,7080
"[40,50)",Marokkaans,"[50,60)",Surinaams,3520
"[40,50)",Marokkaans,"[50,60)",Turks,4330
"[40,50)",Marokkaans,"[60,70)",Autochtoon,6850
"[40,50)",Marokkaans,"[60,70)",Marokkaans,3170
"[40,50)",Marokkaans,"[60,70)",Overig,3700
"[40,50)",Marokkaans,"[60,70)",Surinaams,1980
"[40,50)",Marokkaans,"[60,70)",Turks,1450
"[40,50)",Marokkaans,"[70,80)",Autochtoon,4440
"[40,50)",Marokkaans,"[70,80)",Marokkaans,2350
"[40,50)",Marokkaans,"[70,80)",Overig,1700
"[40,50)",Marokkaans,"[70,80)",Surinaams,70
"[40,50)",Marokkaans,"[70,80)",Turks,600
"[40,50)",Marokkaans,"[80,120]",Autochtoon,640
"[40,50)",Overig,"[0,20)",Autochtoon,67530
"[40,50)",Overig,"[0,20)",Marokkaans,20700
"[40,50)",Overig,"[0,20)",Overig,53110
"[40,50)",Overig,"[0,20)",Surinaams,10250
"[40,50)",Overig,"[0,20)",Turks,8630
"[40,50)",Overig,"[20,30)",Autochtoon,44030
"[40,50)",Overig,"[20,30)",Marokkaans,9680
"[40,50)",Overig,"[20,30)",Overig,50110
"[40,50)",Overig,"[20,30)",Surinaams,7260
"[40,50)",Overig,"[20,30)",Turks,4950
"[40,50)",Overig,"[30,40)",Autochtoon,52180
"[40,50)",Overig,"[30,40)",Marokkaans,8860
"[40,50)",Overig,"[30,40)",Overig,57030
"[40,50)",Overig,"[30,40)",Surinaams,8370
"[40,50)",Overig,"[30,40)",Turks,5410
"[40,50)",Overig,"[40,50)",Autochtoon,51370
"[40,50)",Overig,"[40,50)",Marokkaans,8920
"[40,50)",Overig,"[40,50)",Overig,103050
"[40,50)",Overig,"[40,50)",Surinaams,8040
"[40,50)",Overig,"[40,50)",Turks,5970
"[40,50)",Overig,"[50,60)",Autochtoon,49610
"[40,50)",Overig,"[50,60)",Marokkaans,4450
"[40,50)",Overig,"[50,60)",Overig,27380
"[40,50)",Overig,"[50,60)",Surinaams,9160
"[40,50)",Overig,"[50,60)",Turks,3290
"[40,50)",Overig,"[60,70)",Autochtoon,40950
"[40,50)",Overig,"[60,70)",Marokkaans,2400
"[40,50)",Overig,"[60,70)",Overig,14040
"[40,50)",Overig,"[60,70)",Surinaams,6590
"[40,50)",Overig,"[60,70)",Turks,910
"[40,50)",Overig,"[70,80)",Autochtoon,24670
"[40,50)",Overig,"[70,80)",Marokkaans,940
"[40,50)",Overig,"[70,80)",Overig,6540
"[40,50)",Overig,"[70,80)",Surinaams,1850
"[40,50)",Overig,"[70,80)",Turks,340
"[40,50)",Overig,"[80,120]",Autochtoon,2700
"[40,50)",Surinaams,"[0,20)",Autochtoon,12440
"[40,50)",Surinaams,"[0,20)",Marokkaans,5990
"[40,50)",Surinaams,"[0,20)",Overig,14320
"[40,50)",Surinaams,"[0,20)",Surinaams,7890
"[40,50)",Surinaams,"[0,20)",Turks,2440
"[40,50)",Surinaams,"[20,30)",Autochtoon,7930
"[40,50)",Surinaams,"[20,30)",Marokkaans,2770
"[40,50)",Surinaams,"[20,30)",Overig,10330
"[40,50)",Surinaams,"[20,30)",Surinaams,4690
"[40,50)",Surinaams,"[20,30)",Turks,1940
"[40,50)",Surinaams,"[30,40)",Autochtoon,8470
"[40,50)",Surinaams,"[30,40)",Marokkaans,2980
"[40,50)",Surinaams,"[30,40)",Overig,13380
"[40,50)",Surinaams,"[30,40)",Surinaams,5230
"[40,50)",Surinaams,"[30,40)",Turks,1560
"[40,50)",Surinaams,"[40,50)",Autochtoon,6990
"[40,50)",Surinaams,"[40,50)",Marokkaans,2650
"[40,50)",Surinaams,"[40,50)",Overig,8250
"[40,50)",Surinaams,"[40,50)",Surinaams,5540
"[40,50)",Surinaams,"[40,50)",Turks,1170
"[40,50)",Surinaams,"[50,60)",Autochtoon,7500
"[40,50)",Surinaams,"[50,60)",Marokkaans,1500
"[40,50)",Surinaams,"[50,60)",Overig,7810
"[40,50)",Surinaams,"[50,60)",Surinaams,6160
"[40,50)",Surinaams,"[50,60)",Turks,1200
"[40,50)",Surinaams,"[60,70)",Autochtoon,6640
"[40,50)",Surinaams,"[60,70)",Marokkaans,710
"[40,50)",Surinaams,"[60,70)",Overig,4500
"[40,50)",Surinaams,"[60,70)",Surinaams,3710
"[40,50)",Surinaams,"[60,70)",Turks,260
"[40,50)",Surinaams,"[70,80)",Autochtoon,4680
"[40,50)",Surinaams,"[70,80)",Marokkaans,290
"[40,50)",Surinaams,"[70,80)",Overig,1150
"[40,50)",Surinaams,"[70,80)",Surinaams,380
"[40,50)",Turks,"[0,20)",Autochtoon,9850
"[40,50)",Turks,"[0,20)",Marokkaans,12590
"[40,50)",Turks,"[0,20)",Overig,8980
"[40,50)",Turks,"[0,20)",Surinaams,2090
"[40,50)",Turks,"[0,20)",Turks,8060
"[40,50)",Turks,"[20,30)",Autochtoon,5250
"[40,50)",Turks,"[20,30)",Marokkaans,5840
"[40,50)",Turks,"[20,30)",Overig,4860
"[40,50)",Turks,"[20,30)",Surinaams,1560
"[40,50)",Turks,"[20,30)",Turks,7360
"[40,50)",Turks,"[30,40)",Autochtoon,5370
"[40,50)",Turks,"[30,40)",Marokkaans,4450
"[40,50)",Turks,"[30,40)",Overig,7060
"[40,50)",Turks,"[30,40)",Surinaams,1410
"[40,50)",Turks,"[30,40)",Turks,5070
"[40,50)",Turks,"[40,50)",Autochtoon,5130
"[40,50)",Turks,"[40,50)",Marokkaans,5890
"[40,50)",Turks,"[40,50)",Overig,5910
"[40,50)",Turks,"[40,50)",Surinaams,1260
"[40,50)",Turks,"[40,50)",Turks,3870
"[40,50)",Turks,"[50,60)",Autochtoon,5810
"[40,50)",Turks,"[50,60)",Marokkaans,3050
"[40,50)",Turks,"[50,60)",Overig,4270
"[40,50)",Turks,"[50,60)",Surinaams,2630
"[40,50)",Turks,"[50,60)",Turks,2710
"[40,50)",Turks,"[60,70)",Autochtoon,4760
"[40,50)",Turks,"[60,70)",Marokkaans,2440
"[40,50)",Turks,"[60,70)",Overig,2740
"[40,50)",Turks,"[60,70)",Surinaams,800
"[40,50)",Turks,"[60,70)",Turks,1550
"[40,50)",Turks,"[70,80)",Autochtoon,2280
"[40,50)",Turks,"[70,80)",Marokkaans,700
"[40,50)",Turks,"[70,80)",Overig,390
"[40,50)",Turks,"[70,80)",Surinaams,70
"[40,50)",Turks,"[70,80)",Turks,260
"[50,60)",Autochtoon,"[0,20)",Autochtoon,111560
"[50,60)",Autochtoon,"[0,20)",Marokkaans,19480
"[50,60)",Autochtoon,"[0,20)",Overig,75020
"[50,60)",Autochtoon,"[0,20)",Surinaams,9170
"[50,60)",Autochtoon,"[0,20)",Turks,10960
"[50,60)",Autochtoon,"[20,30)",Autochtoon,70760
"[50,60)",Autochtoon,"[20,30)",Marokkaans,8780
"[50,60)",Autochtoon,"[20,30)",Overig,69350
"[50,60)",Autochtoon,"[20,30)",Surinaams,7780
"[50,60)",Autochtoon,"[20,30)",Turks,7170
"[50,60)",Autochtoon,"[30,40)",Autochtoon,70850
"[50,60)",Autochtoon,"[30,40)",Marokkaans,10090
"[50,60)",Autochtoon,"[30,40)",Overig,62340
"[50,60)",Autochtoon,"[30,40)",Surinaams,8000
"[50,60)",Autochtoon,"[30,40)",Turks,8400
"[50,60)",Autochtoon,"[40,50)",Autochtoon,79200
"[50,60)",Autochtoon,"[40,50)",Marokkaans,9240
"[50,60)",Autochtoon,"[40,50)",Overig,46340
"[50,60)",Autochtoon,"[40,50)",Surinaams,7470
"[50,60)",Autochtoon,"[40,50)",Turks,6250
"[50,60)",Autochtoon,"[50,60)",Autochtoon,101530
"[50,60)",Autochtoon,"[50,60)",Marokkaans,5980
"[50,60)",Autochtoon,"[50,60)",Overig,44860
"[50,60)",Autochtoon,"[50,60)",Surinaams,12910
"[50,60)",Autochtoon,"[50,60)",Turks,5580
"[50,60)",Autochtoon,"[60,70)",Autochtoon,82350
"[50,60)",Autochtoon,"[60,70)",Marokkaans,4740
"[50,60)",Autochtoon,"[60,70)",Overig,28700
"[50,60)",Autochtoon,"[60,70)",Surinaams,8780
"[50,60)",Autochtoon,"[60,70)",Turks,1230
"[50,60)",Autochtoon,"[70,80)",Autochtoon,43410
"[50,60)",Autochtoon,"[70,80)",Marokkaans,1290
"[50,60)",Autochtoon,"[70,80)",Overig,14480
"[50,60)",Autochtoon,"[70,80)",Surinaams,3000
"[50,60)",Autochtoon,"[70,80)",Turks,280
"[50,60)",Autochtoon,"[80,120]",Autochtoon,15440
"[50,60)",Autochtoon,"[80,120]",Overig,210
"[50,60)",Marokkaans,"[0,20)",Autochtoon,8170
"[50,60)",Marokkaans,"[0,20)",Marokkaans,17980
"[50,60)",Marokkaans,"[0,20)",Overig,10050
"[50,60)",Marokkaans,"[0,20)",Surinaams,2440
"[50,60)",Marokkaans,"[0,20)",Turks,6990
"[50,60)",Marokkaans,"[20,30)",Autochtoon,5440
"[50,60)",Marokkaans,"[20,30)",Marokkaans,7450
"[50,60)",Marokkaans,"[20,30)",Overig,4440
"[50,60)",Marokkaans,"[20,30)",Surinaams,2110
"[50,60)",Marokkaans,"[20,30)",Turks,3470
"[50,60)",Marokkaans,"[30,40)",Autochtoon,5650
"[50,60)",Marokkaans,"[30,40)",Marokkaans,5890
"[50,60)",Marokkaans,"[30,40)",Overig,5530
"[50,60)",Marokkaans,"[30,40)",Surinaams,1560
"[50,60)",Marokkaans,"[30,40)",Turks,3200
"[50,60)",Marokkaans,"[40,50)",Autochtoon,4260
"[50,60)",Marokkaans,"[40,50)",Marokkaans,7050
"[50,60)",Marokkaans,"[40,50)",Overig,4860
"[50,60)",Marokkaans,"[40,50)",Surinaams,1520
"[50,60)",Marokkaans,"[40,50)",Turks,3230
"[50,60)",Marokkaans,"[50,60)",Autochtoon,6000
"[50,60)",Marokkaans,"[50,60)",Marokkaans,5440
"[50,60)",Marokkaans,"[50,60)",Overig,5170
"[50,60)",Marokkaans,"[50,60)",Surinaams,1960
"[50,60)",Marokkaans,"[50,60)",Turks,2560
"[50,60)",Marokkaans,"[60,70)",Autochtoon,5570
"[50,60)",Marokkaans,"[60,70)",Marokkaans,3040
"[50,60)",Marokkaans,"[60,70)",Overig,3470
"[50,60)",Marokkaans,"[60,70)",Surinaams,1280
"[50,60)",Marokkaans,"[60,70)",Turks,1000
"[50,60)",Marokkaans,"[70,80)",Autochtoon,2470
"[50,60)",Marokkaans,"[70,80)",Marokkaans,1680
"[50,60)",Marokkaans,"[70,80)",Overig,790
"[50,60)",Marokkaans,"[70,80)",Surinaams,140
"[50,60)",Marokkaans,"[70,80)",Turks,570
"[50,60)",Overig,"[0,20)",Autochtoon,48580
"[50,60)",Overig,"[0,20)",Marokkaans,17130
"[50,60)",Overig,"[0,20)",Overig,43210
"[50,60)",Overig,"[0,20)",Surinaams,9950
"[50,60)",Overig,"[0,20)",Turks,7660
"[50,60)",Overig,"[20,30)",Autochtoon,35140
"[50,60)",Overig,"[20,30)",Marokkaans,6910
"[50,60)",Overig,"[20,30)",Overig,25200
"[50,60)",Overig,"[20,30)",Surinaams,7180
"[50,60)",Overig,"[20,30)",Turks,4580
"[50,60)",Overig,"[30,40)",Autochtoon,32510
"[50,60)",Overig,"[30,40)",Marokkaans,6350
"[50,60)",Overig,"[30,40)",Overig,50170
"[50,60)",Overig,"[30,40)",Surinaams,6580
"[50,60)",Overig,"[30,40)",Turks,4980
"[50,60)",Overig,"[40,50)",Autochtoon,32880
"[50,60)",Overig,"[40,50)",Marokkaans,7460
"[50,60)",Overig,"[40,50)",Overig,28390
"[50,60)",Overig,"[40,50)",Surinaams,7750
"[50,60)",Overig,"[40,50)",Turks,4350
"[50,60)",Overig,"[50,60)",Autochtoon,44270
"[50,60)",Overig,"[50,60)",Marokkaans,4680
"[50,60)",Overig,"[50,60)",Overig,27580
"[50,60)",Overig,"[50,60)",Surinaams,12000
"[50,60)",Overig,"[50,60)",Turks,4070
"[50,60)",Overig,"[60,70)",Autochtoon,30410
"[50,60)",Overig,"[60,70)",Marokkaans,2500
"[50,60)",Overig,"[60,70)",Overig,15540
"[50,60)",Overig,"[60,70)",Surinaams,5300
"[50,60)",Overig,"[60,70)",Turks,830
"[50,60)",Overig,"[70,80)",Autochtoon,18730
"[50,60)",Overig,"[70,80)",Marokkaans,990
"[50,60)",Overig,"[70,80)",Overig,5710
"[50,60)",Overig,"[70,80)",Surinaams,1430
"[50,60)",Overig,"[70,80)",Turks,110
"[50,60)",Overig,"[80,120]",Autochtoon,1010
"[50,60)",Surinaams,"[0,20)",Autochtoon,14290
"[50,60)",Surinaams,"[0,20)",Marokkaans,7650
"[50,60)",Surinaams,"[0,20)",Overig,16650
"[50,60)",Surinaams,"[0,20)",Surinaams,7940
"[50,60)",Surinaams,"[0,20)",Turks,3630
"[50,60)",Surinaams,"[20,30)",Autochtoon,9110
"[50,60)",Surinaams,"[20,30)",Marokkaans,3530
"[50,60)",Surinaams,"[20,30)",Overig,10530
"[50,60)",Surinaams,"[20,30)",Surinaams,5560
"[50,60)",Surinaams,"[20,30)",Turks,2110
"[50,60)",Surinaams,"[30,40)",Autochtoon,8440
"[50,60)",Surinaams,"[30,40)",Marokkaans,3400
"[50,60)",Surinaams,"[30,40)",Overig,11450
"[50,60)",Surinaams,"[30,40)",Surinaams,5870
"[50,60)",Surinaams,"[30,40)",Turks,2100
"[50,60)",Surinaams,"[40,50)",Autochtoon,8790
"[50,60)",Surinaams,"[40,50)",Marokkaans,3750
"[50,60)",Surinaams,"[40,50)",Overig,9660
"[50,60)",Surinaams,"[40,50)",Surinaams,6240
"[50,60)",Surinaams,"[40,50)",Turks,2620
"[50,60)",Surinaams,"[50,60)",Autochtoon,12600
"[50,60)",Surinaams,"[50,60)",Marokkaans,1930
"[50,60)",Surinaams,"[50,60)",Overig,12350
"[50,60)",Surinaams,"[50,60)",Surinaams,6530
"[50,60)",Surinaams,"[50,60)",Turks,3840
"[50,60)",Surinaams,"[60,70)",Autochtoon,12680
"[50,60)",Surinaams,"[60,70)",Marokkaans,1040
"[50,60)",Surinaams,"[60,70)",Overig,5390
"[50,60)",Surinaams,"[60,70)",Surinaams,4530
"[50,60)",Surinaams,"[60,70)",Turks,740
"[50,60)",Surinaams,"[70,80)",Autochtoon,5570
"[50,60)",Surinaams,"[70,80)",Marokkaans,410
"[50,60)",Surinaams,"[70,80)",Overig,1440
"[50,60)",Surinaams,"[70,80)",Surinaams,670
"[50,60)",Turks,"[0,20)",Autochtoon,6740
"[50,60)",Turks,"[0,20)",Marokkaans,9450
"[50,60)",Turks,"[0,20)",Overig,6130
"[50,60)",Turks,"[0,20)",Surinaams,1540
"[50,60)",Turks,"[0,20)",Turks,4810
"[50,60)",Turks,"[20,30)",Autochtoon,4920
"[50,60)",Turks,"[20,30)",Marokkaans,4010
"[50,60)",Turks,"[20,30)",Overig,3800
"[50,60)",Turks,"[20,30)",Surinaams,1290
"[50,60)",Turks,"[20,30)",Turks,3140
"[50,60)",Turks,"[30,40)",Autochtoon,6270
"[50,60)",Turks,"[30,40)",Marokkaans,3060
"[50,60)",Turks,"[30,40)",Overig,5180
"[50,60)",Turks,"[30,40)",Surinaams,930
"[50,60)",Turks,"[30,40)",Turks,2060
"[50,60)",Turks,"[40,50)",Autochtoon,3140
"[50,60)",Turks,"[40,50)",Marokkaans,4200
"[50,60)",Turks,"[40,50)",Overig,3480
"[50,60)",Turks,"[40,50)",Surinaams,1150
"[50,60)",Turks,"[40,50)",Turks,2650
"[50,60)",Turks,"[50,60)",Autochtoon,5530
"[50,60)",Turks,"[50,60)",Marokkaans,2380
"[50,60)",Turks,"[50,60)",Overig,4240
"[50,60)",Turks,"[50,60)",Surinaams,3540
"[50,60)",Turks,"[50,60)",Turks,5070
"[50,60)",Turks,"[60,70)",Autochtoon,4950
"[50,60)",Turks,"[60,70)",Marokkaans,2230
"[50,60)",Turks,"[60,70)",Overig,1810
"[50,60)",Turks,"[60,70)",Surinaams,840
"[50,60)",Turks,"[60,70)",Turks,670
"[50,60)",Turks,"[70,80)",Autochtoon,2840
"[50,60)",Turks,"[70,80)",Marokkaans,1700
"[50,60)",Turks,"[70,80)",Overig,250
"[50,60)",Turks,"[70,80)",Surinaams,60
"[50,60)",Turks,"[70,80)",Turks,550
"[60,70)",Autochtoon,"[0,20)",Autochtoon,78450
"[60,70)",Autochtoon,"[0,20)",Marokkaans,16590
"[60,70)",Autochtoon,"[0,20)",Overig,52540
"[60,70)",Autochtoon,"[0,20)",Surinaams,8290
"[60,70)",Autochtoon,"[0,20)",Turks,7950
"[60,70)",Autochtoon,"[20,30)",Autochtoon,54830
"[60,70)",Autochtoon,"[20,30)",Marokkaans,7040
"[60,70)",Autochtoon,"[20,30)",Overig,34290
"[60,70)",Autochtoon,"[20,30)",Surinaams,6990
"[60,70)",Autochtoon,"[20,30)",Turks,6160
"[60,70)",Autochtoon,"[30,40)",Autochtoon,58250
"[60,70)",Autochtoon,"[30,40)",Marokkaans,8580
"[60,70)",Autochtoon,"[30,40)",Overig,65810
"[60,70)",Autochtoon,"[30,40)",Surinaams,6650
"[60,70)",Autochtoon,"[30,40)",Turks,5260
"[60,70)",Autochtoon,"[40,50)",Autochtoon,58480
"[60,70)",Autochtoon,"[40,50)",Marokkaans,7060
"[60,70)",Autochtoon,"[40,50)",Overig,40730
"[60,70)",Autochtoon,"[40,50)",Surinaams,6720
"[60,70)",Autochtoon,"[40,50)",Turks,4840
"[60,70)",Autochtoon,"[50,60)",Autochtoon,83740
"[60,70)",Autochtoon,"[50,60)",Marokkaans,5940
"[60,70)",Autochtoon,"[50,60)",Overig,31800
"[60,70)",Autochtoon,"[50,60)",Surinaams,13210
"[60,70)",Autochtoon,"[50,60)",Turks,4650
"[60,70)",Autochtoon,"[60,70)",Autochtoon,69550
"[60,70)",Autochtoon,"[60,70)",Marokkaans,2410
"[60,70)",Autochtoon,"[60,70)",Overig,25300
"[60,70)",Autochtoon,"[60,70)",Surinaams,8130
"[60,70)",Autochtoon,"[60,70)",Turks,900
"[60,70)",Autochtoon,"[70,80)",Autochtoon,52030
"[60,70)",Autochtoon,"[70,80)",Marokkaans,1880
"[60,70)",Autochtoon,"[70,80)",Overig,11630
"[60,70)",Autochtoon,"[70,80)",Surinaams,2020
"[60,70)",Autochtoon,"[70,80)",Turks,150
"[60,70)",Autochtoon,"[80,120]",Autochtoon,12420
"[60,70)",Marokkaans,"[0,20)",Autochtoon,4450
"[60,70)",Marokkaans,"[0,20)",Marokkaans,9210
"[60,70)",Marokkaans,"[0,20)",Overig,5220
"[60,70)",Marokkaans,"[0,20)",Surinaams,1070
"[60,70)",Marokkaans,"[0,20)",Turks,3370
"[60,70)",Marokkaans,"[20,30)",Autochtoon,3970
"[60,70)",Marokkaans,"[20,30)",Marokkaans,4390
"[60,70)",Marokkaans,"[20,30)",Overig,3050
"[60,70)",Marokkaans,"[20,30)",Surinaams,1400
"[60,70)",Marokkaans,"[20,30)",Turks,2060
"[60,70)",Marokkaans,"[30,40)",Autochtoon,3370
"[60,70)",Marokkaans,"[30,40)",Marokkaans,2800
"[60,70)",Marokkaans,"[30,40)",Overig,2880
"[60,70)",Marokkaans,"[30,40)",Surinaams,830
"[60,70)",Marokkaans,"[30,40)",Turks,1140
"[60,70)",Marokkaans,"[40,50)",Autochtoon,2140
"[60,70)",Marokkaans,"[40,50)",Marokkaans,3580
"[60,70)",Marokkaans,"[40,50)",Overig,2580
"[60,70)",Marokkaans,"[40,50)",Surinaams,650
"[60,70)",Marokkaans,"[40,50)",Turks,2210
"[60,70)",Marokkaans,"[50,60)",Autochtoon,4620
"[60,70)",Marokkaans,"[50,60)",Marokkaans,3050
"[60,70)",Marokkaans,"[50,60)",Overig,2460
"[60,70)",Marokkaans,"[50,60)",Surinaams,1050
"[60,70)",Marokkaans,"[50,60)",Turks,2350
"[60,70)",Marokkaans,"[60,70)",Autochtoon,3460
"[60,70)",Marokkaans,"[60,70)",Marokkaans,3640
"[60,70)",Marokkaans,"[60,70)",Overig,1680
"[60,70)",Marokkaans,"[60,70)",Surinaams,1790
"[60,70)",Marokkaans,"[60,70)",Turks,490
"[60,70)",Marokkaans,"[70,80)",Autochtoon,1630
"[60,70)",Marokkaans,"[70,80)",Marokkaans,870
"[60,70)",Marokkaans,"[70,80)",Overig,400
"[60,70)",Marokkaans,"[70,80)",Surinaams,150
"[60,70)",Marokkaans,"[70,80)",Turks,400
"[60,70)",Overig,"[0,20)",Autochtoon,27580
"[60,70)",Overig,"[0,20)",Marokkaans,10390
"[60,70)",Overig,"[0,20)",Overig,25310
"[60,70)",Overig,"[0,20)",Surinaams,5370
"[60,70)",Overig,"[0,20)",Turks,4190
"[60,70)",Overig,"[20,30)",Autochtoon,21010
"[60,70)",Overig,"[20,30)",Marokkaans,5330
"[60,70)",Overig,"[20,30)",Overig,15270
"[60,70)",Overig,"[20,30)",Surinaams,4230
"[60,70)",Overig,"[20,30)",Turks,5230
"[60,70)",Overig,"[30,40)",Autochtoon,22330
"[60,70)",Overig,"[30,40)",Marokkaans,4270
"[60,70)",Overig,"[30,40)",Overig,28330
